binary-trees ; 278.564575195312500000, 199.770324707031250000, 0.000671386718750000, 34.273681640625000000,  8269.77 
binary-trees ; 281.186706542968750000, 202.015319824218750000, 0.000000000000000000, 34.242187500000000000,  8283.89 
binary-trees ; 73.357910156250000000, 49.130981445312500000, 0.000000000000000000, 7.678344726562500000,  2639.09 
binary-trees ; 81.310180664062500000, 49.128479003906250000, 0.000000000000000000, 9.515075683593750000,  3448.84 
binary-trees ; 125.478088378906250000, 84.683532714843750000, 0.000000000000000000, 13.532348632812500000,  4369.55 
binary-trees ; 0.889526367187500000, 0.602905273437500000, 0.000000000000000000, 0.101623535156250000,  29.339 
binary-trees ; 0.217102050781250000, 0.108764648437500000, 0.000000000000000000, 0.032043457031250000,  11.683 
binary-trees ; 0.507141113281250000, 0.227172851562500000, 0.000000000000000000, 0.089843750000000000,  31.02 
binary-trees ; 0.566894531250000000, 0.272399902343750000, 0.000000000000000000, 0.095214843750000000,  31.686 
binary-trees ; 0.517456054687500000, 0.255310058593750000, 0.000000000000000000, 0.083374023437500000,  28.408 
binary-trees ; 280.361572265625000000, 201.352722167968750000, 0.000000000000000000, 34.155700683593750000,  8232.55 
binary-trees ; 281.965942382812500000, 202.438293457031250000, 0.000000000000000000, 34.210937500000000000,  8267.44 
binary-trees ; 283.288879394531250000, 203.421142578125000000, 0.000000000000000000, 34.205017089843750000,  8259.21 
binary-trees ; 287.257568359375000000, 205.666381835937500000, 0.001098632812500000, 34.653625488281250000,  8463 
binary-trees ; 284.414184570312500000, 204.156799316406250000, 0.000000000000000000, 34.253662109375000000,  8286.07 
binary-trees ; 285.678955078125000000, 205.236450195312500000, 0.000000000000000000, 34.285156250000000000,  8267.34 
binary-trees ; 292.283264160156250000, 208.325866699218750000, 0.000000000000000000, 35.046936035156250000,  8655.59 
binary-trees ; 284.445922851562500000, 205.290100097656250000, 0.000000000000000000, 33.945190429687500000,  8122.91 
binary-trees ; 290.752563476562500000, 208.007568359375000000, 0.001098632812500000, 34.726562500000000000,  8471.07 
binary-trees ; 285.124633789062500000, 205.182006835937500000, 0.000000000000000000, 34.079345703125000000,  8193.54 
fannkuch-redux ; 462.201660156250000000, 235.222778320312500000, 0.000000000000000000, 57.079650878906250000,  23583.1 
fannkuch-redux ; 461.641052246093750000, 234.102966308593750000, 0.001037597656250000, 56.884155273437500000,  23501.7 
fannkuch-redux ; 462.869934082031250000, 235.008728027343750000, 0.000000000000000000, 57.148315429687500000,  23610.2 
fannkuch-redux ; 453.262512207031250000, 229.045837402343750000, 0.000976562500000000, 57.147033691406250000,  23612.6 
fannkuch-redux ; 460.564880371093750000, 233.267395019531250000, 0.000915527343750000, 56.881835937500000000,  23501.9 
fannkuch-redux ; 450.924926757812500000, 227.893676757812500000, 0.000000000000000000, 56.916564941406250000,  23517 
fannkuch-redux ; 449.570861816406250000, 227.228393554687500000, 0.000915527343750000, 56.891845703125000000,  23506.6 
fannkuch-redux ; 449.780090332031250000, 227.154296875000000000, 0.000000000000000000, 57.152648925781250000,  23615.3 
fannkuch-redux ; 447.113525390625000000, 225.996093750000000000, 0.000976562500000000, 56.906311035156250000,  23512.8 
fannkuch-redux ; 450.355041503906250000, 227.498962402343750000, 0.000000000000000000, 57.148620605468750000,  23612.6 
fasta ; 63.853271484375000000, 31.047363281250000000, 0.000000000000000000, 9.178649902343750000,  3440.35 
fasta ; 63.910156250000000000, 30.892883300781250000, 0.000854492187500000, 9.276672363281250000,  3484.71 
fasta ; 64.044799804687500000, 31.075561523437500000, 0.000000000000000000, 9.225891113281250000,  3463.06 
fasta ; 64.006225585937500000, 31.071411132812500000, 0.000000000000000000, 9.209960937500000000,  3455.39 
fasta ; 64.193481445312500000, 31.160095214843750000, 0.000000000000000000, 9.236755371093750000,  3467.78 
fasta ; 64.834472656250000000, 31.171020507812500000, 0.000000000000000000, 9.502563476562500000,  3567.2 
fasta ; 66.290893554687500000, 31.328796386718750000, 0.000000000000000000, 10.063476562500000000,  3783.08 
fasta ; 70.559814453125000000, 32.166503906250000000, 0.000000000000000000, 11.476928710937500000,  4300.73 
fasta ; 68.246215820312500000, 31.999145507812500000, 0.000000000000000000, 10.689575195312500000,  3981.06 
fasta ; 66.916259765625000000, 32.987670898437500000, 0.000000000000000000, 9.793823242187500000,  3620.66 
k-nucleotide ; 281.937683105468750000, 150.450561523437500000, 0.000915527343750000, 33.860961914062500000,  13718.6 
k-nucleotide ; 280.241271972656250000, 149.665405273437500000, 0.000000000000000000, 33.570678710937500000,  13648.4 
k-nucleotide ; 281.830566406250000000, 150.524658203125000000, 0.000000000000000000, 33.710021972656250000,  13681 
k-nucleotide ; 278.428955078125000000, 148.585632324218750000, 0.000976562500000000, 33.505249023437500000,  13629.5 
k-nucleotide ; 283.548583984375000000, 152.208251953125000000, 0.000000000000000000, 33.522033691406250000,  13630 
k-nucleotide ; 277.956176757812500000, 148.442382812500000000, 0.000000000000000000, 33.363952636718750000,  13592.8 
k-nucleotide ; 278.377258300781250000, 148.779724121093750000, 0.001037597656250000, 33.370300292968750000,  13578.3 
k-nucleotide ; 278.486877441406250000, 148.911682128906250000, 0.000000000000000000, 33.257019042968750000,  13548.5 
k-nucleotide ; 279.510375976562500000, 149.491760253906250000, 0.000000000000000000, 33.291931152343750000,  13562.3 
k-nucleotide ; 282.276733398437500000, 151.332275390625000000, 0.000915527343750000, 33.574890136718750000,  13649.5 
binary-trees ; 290.688903808593750000, 209.702148437500000000, 0.000732421875000000, 35.108886718750000000,  8440.41 
binary-trees ; 283.964721679687500000, 204.115173339843750000, 0.000000000000000000, 34.438110351562500000,  8320.42 
binary-trees ; 285.259094238281250000, 204.510559082031250000, 0.000000000000000000, 34.623413085937500000,  8404.28 
binary-trees ; 284.507263183593750000, 204.681030273437500000, 0.000000000000000000, 34.405883789062500000,  8292 
binary-trees ; 285.470397949218750000, 205.083068847656250000, 0.000000000000000000, 34.449951171875000000,  8326.82 
binary-trees ; 286.856018066406250000, 206.107055664062500000, 0.000976562500000000, 34.576538085937500000,  8353.85 
binary-trees ; 285.626647949218750000, 205.142761230468750000, 0.000000000000000000, 34.464111328125000000,  8318.14 
binary-trees ; 287.401367187500000000, 206.626281738281250000, 0.000000000000000000, 34.417724609375000000,  8305.74 
binary-trees ; 287.150817871093750000, 205.983276367187500000, 0.000000000000000000, 34.463378906250000000,  8334.49 
binary-trees ; 286.659545898437500000, 206.242736816406250000, 0.000000000000000000, 34.333435058593750000,  8253.53 
fannkuch-redux ; 469.363830566406250000, 243.912292480468750000, 0.001037597656250000, 57.424560546875000000,  23694.7 
fannkuch-redux ; 468.074645996093750000, 239.792907714843750000, 0.001037597656250000, 56.937316894531250000,  23517.1 
fannkuch-redux ; 455.986694335937500000, 231.081970214843750000, 0.000000000000000000, 56.941406250000000000,  23518.5 
fannkuch-redux ; 455.198181152343750000, 230.704040527343750000, 0.000976562500000000, 57.321533203125000000,  23684.3 
fannkuch-redux ; 461.904846191406250000, 234.231262207031250000, 0.000000000000000000, 57.369812011718750000,  23703.5 
fannkuch-redux ; 456.055053710937500000, 231.140258789062500000, 0.001037597656250000, 57.169921875000000000,  23620.1 
fannkuch-redux ; 448.365661621093750000, 226.272827148437500000, 0.000000000000000000, 57.170288085937500000,  23620.4 
fannkuch-redux ; 453.012390136718750000, 229.704040527343750000, 0.000976562500000000, 56.869934082031250000,  23495.8 
fannkuch-redux ; 450.745666503906250000, 228.838867187500000000, 0.000000000000000000, 56.888366699218750000,  23505 
fannkuch-redux ; 448.312561035156250000, 227.088623046875000000, 0.000915527343750000, 56.893371582031250000,  23506.1 
fasta ; 63.249450683593750000, 30.627685546875000000, 0.000000000000000000, 9.220275878906250000,  3456.39 
fasta ; 63.712036132812500000, 30.911071777343750000, 0.000000000000000000, 9.250976562500000000,  3465.35 
fasta ; 64.126892089843750000, 31.086059570312500000, 0.000000000000000000, 9.289001464843750000,  3479.62 
fasta ; 64.174621582031250000, 31.158630371093750000, 0.000000000000000000, 9.277038574218750000,  3475.54 
fasta ; 63.990905761718750000, 31.124816894531250000, 0.000000000000000000, 9.310485839843750000,  3472.56 
fasta ; 68.317810058593750000, 31.634399414062500000, 0.000732421875000000, 10.894958496093750000,  4099.09 
fasta ; 68.454162597656250000, 32.051574707031250000, 0.000000000000000000, 10.814453125000000000,  4017.46 
fasta ; 64.100341796875000000, 31.216064453125000000, 0.000000000000000000, 9.394836425781250000,  3482.24 
fasta ; 65.930053710937500000, 31.517822265625000000, 0.000000000000000000, 9.790527343750000000,  3659.77 
fasta ; 69.164550781250000000, 31.610900878906250000, 0.000000000000000000, 11.324340820312500000,  4247.19 
k-nucleotide ; 278.761047363281250000, 149.244995117187500000, 0.000000000000000000, 33.443176269531250000,  13587.2 
k-nucleotide ; 277.136047363281250000, 148.424804687500000000, 0.000915527343750000, 33.183105468750000000,  13515.5 
k-nucleotide ; 281.547119140625000000, 150.917602539062500000, 0.000000000000000000, 33.276550292968750000,  13553.4 
k-nucleotide ; 279.738891601562500000, 149.804992675781250000, 0.000000000000000000, 33.235473632812500000,  13535.5 
k-nucleotide ; 278.259033203125000000, 149.016052246093750000, 0.000976562500000000, 33.243469238281250000,  13532.8 
k-nucleotide ; 278.274230957031250000, 148.983215332031250000, 0.000000000000000000, 33.278381347656250000,  13553.9 
k-nucleotide ; 279.529174804687500000, 149.577148437500000000, 0.000000000000000000, 33.291992187500000000,  13556.1 
k-nucleotide ; 278.899414062500000000, 149.166259765625000000, 0.001037597656250000, 33.284057617187500000,  13558.6 
k-nucleotide ; 280.277832031250000000, 149.916748046875000000, 0.000000000000000000, 33.330871582031250000,  13574.6 
k-nucleotide ; 280.597595214843750000, 150.531555175781250000, 0.000000000000000000, 33.262390136718750000,  13549.5 
mandelbrot ; 68.979614257812500000, 46.596191406250000000, 0.000000000000000000, 9.440795898437500000,  3835.85 
mandelbrot ; 69.409545898437500000, 46.819702148437500000, 0.000549316406250000, 9.500000000000000000,  3857.95 
mandelbrot ; 69.239807128906250000, 46.717163085937500000, 0.000000000000000000, 9.487976074218750000,  3854.43 
mandelbrot ; 69.199157714843750000, 46.619262695312500000, 0.000000000000000000, 9.523132324218750000,  3866.43 
mandelbrot ; 69.607788085937500000, 46.939697265625000000, 0.000000000000000000, 9.515502929687500000,  3864.84 
mandelbrot ; 69.707092285156250000, 47.105102539062500000, 0.000000000000000000, 9.479553222656250000,  3850.03 
mandelbrot ; 68.972839355468750000, 46.527099609375000000, 0.000000000000000000, 9.481933593750000000,  3853.01 
mandelbrot ; 69.653686523437500000, 46.951477050781250000, 0.000000000000000000, 9.509582519531250000,  3860.17 
mandelbrot ; 69.579895019531250000, 46.947753906250000000, 0.000000000000000000, 9.503051757812500000,  3860.59 
mandelbrot ; 69.791320800781250000, 47.044738769531250000, 0.000000000000000000, 9.621276855468750000,  3876.73 
n-body ; 95.541259765625000000, 63.325012207031250000, 0.000000000000000000, 13.177978515625000000,  5416.65 
n-body ; 95.873229980468750000, 63.515441894531250000, 0.000549316406250000, 13.205017089843750000,  5427.37 
n-body ; 95.332336425781250000, 63.086853027343750000, 0.000000000000000000, 13.219909667968750000,  5435.09 
n-body ; 95.216796875000000000, 63.008117675781250000, 0.000000000000000000, 13.212951660156250000,  5430.7 
n-body ; 97.964721679687500000, 65.022766113281250000, 0.000000000000000000, 13.214843750000000000,  5431.37 
n-body ; 99.668029785156250000, 66.269409179687500000, 0.000000000000000000, 13.213195800781250000,  5431.58 
n-body ; 95.818481445312500000, 63.484741210937500000, 0.000000000000000000, 13.225097656250000000,  5435.56 
n-body ; 95.650512695312500000, 63.329040527343750000, 0.000000000000000000, 13.219116210937500000,  5434.01 
n-body ; 95.210632324218750000, 63.017517089843750000, 0.000000000000000000, 13.209289550781250000,  5429.1 
n-body ; 98.196838378906250000, 64.962707519531250000, 0.000549316406250000, 13.638549804687500000,  5606.71 
pidigits ; 17.578979492187500000, 10.228271484375000000, 0.000000000000000000, 2.000854492187500000,  793.089 
pidigits ; 17.318115234375000000, 10.039978027343750000, 0.000000000000000000, 2.015136718750000000,  797.414 
pidigits ; 17.400817871093750000, 10.097839355468750000, 0.000000000000000000, 2.016784667968750000,  798.613 
pidigits ; 17.444091796875000000, 10.156555175781250000, 0.000000000000000000, 2.004028320312500000,  794.351 
pidigits ; 17.539001464843750000, 10.211853027343750000, 0.000000000000000000, 2.022949218750000000,  801.267 
pidigits ; 17.367309570312500000, 10.096984863281250000, 0.000000000000000000, 2.012268066406250000,  797.682 
pidigits ; 17.559387207031250000, 10.228698730468750000, 0.000000000000000000, 2.016845703125000000,  798.865 
pidigits ; 17.444641113281250000, 10.142517089843750000, 0.000000000000000000, 2.006469726562500000,  795.774 
pidigits ; 17.391784667968750000, 10.092651367187500000, 0.000000000000000000, 2.011840820312500000,  796.723 
pidigits ; 17.354064941406250000, 10.078857421875000000, 0.000000000000000000, 2.009460449218750000,  795.633 
regex-redux ; 58.680969238281250000, 30.669250488281250000, 0.000000000000000000, 7.718933105468750000,  2962.22 
regex-redux ; 59.374267578125000000, 30.951232910156250000, 0.000000000000000000, 7.775329589843750000,  2987.28 
regex-redux ; 58.750366210937500000, 30.517395019531250000, 0.000000000000000000, 7.776916503906250000,  2988.11 
regex-redux ; 58.760742187500000000, 30.569885253906250000, 0.000000000000000000, 7.780456542968750000,  2988.38 
regex-redux ; 59.220581054687500000, 30.864990234375000000, 0.000000000000000000, 7.767883300781250000,  2985.24 
regex-redux ; 58.911621093750000000, 30.647888183593750000, 0.000000000000000000, 7.781738281250000000,  2987.15 
regex-redux ; 58.852050781250000000, 30.602355957031250000, 0.000976562500000000, 7.777954101562500000,  2988.17 
regex-redux ; 59.137512207031250000, 30.835876464843750000, 0.000000000000000000, 7.767578125000000000,  2984.18 
regex-redux ; 59.153747558593750000, 30.803710937500000000, 0.000000000000000000, 7.762756347656250000,  2982.18 
regex-redux ; 58.962890625000000000, 30.636657714843750000, 0.000000000000000000, 7.815979003906250000,  3003.39 
reverse-complement ; 13.078613281250000000, 7.567321777343750000, 0.000000000000000000, 1.800659179687500000,  575 
reverse-complement ; 12.816589355468750000, 7.384216308593750000, 0.000000000000000000, 1.803466796875000000,  579.189 
reverse-complement ; 12.763977050781250000, 7.391113281250000000, 0.000000000000000000, 1.782226562500000000,  569.832 
reverse-complement ; 12.978454589843750000, 7.484313964843750000, 0.000000000000000000, 1.821228027343750000,  583.168 
reverse-complement ; 12.830810546875000000, 7.401550292968750000, 0.000000000000000000, 1.799499511718750000,  576.746 
reverse-complement ; 12.951171875000000000, 7.469482421875000000, 0.000000000000000000, 1.816711425781250000,  581.439 
reverse-complement ; 15.844848632812500000, 7.868408203125000000, 0.000000000000000000, 2.357604980468750000,  796.799 
reverse-complement ; 13.481628417968750000, 7.694274902343750000, 0.000000000000000000, 1.892822265625000000,  601.91 
reverse-complement ; 24.642639160156250000, 8.293029785156250000, 0.000000000000000000, 4.459594726562500000,  1645.44 
reverse-complement ; 13.350646972656250000, 7.562377929687500000, 0.000000000000000000, 1.957275390625000000,  631.963 
spectral-norms ; 49.054748535156250000, 23.444580078125000000, 0.000000000000000000, 6.896972656250000000,  2814.89 
spectral-norms ; 49.159057617187500000, 23.473571777343750000, 0.000000000000000000, 6.942932128906250000,  2833.12 
spectral-norms ; 49.162414550781250000, 23.410949707031250000, 0.000854492187500000, 6.940063476562500000,  2832.88 
spectral-norms ; 49.151428222656250000, 23.487426757812500000, 0.000000000000000000, 6.937500000000000000,  2832.04 
spectral-norms ; 49.052673339843750000, 23.437011718750000000, 0.000000000000000000, 6.924072265625000000,  2824.59 
spectral-norms ; 51.174743652343750000, 24.616882324218750000, 0.000000000000000000, 6.937744140625000000,  2832.11 
spectral-norms ; 48.857238769531250000, 23.322692871093750000, 0.000000000000000000, 6.933044433593750000,  2829.45 
spectral-norms ; 52.238098144531250000, 25.217712402343750000, 0.000000000000000000, 6.932983398437500000,  2829.19 
spectral-norms ; 49.056152343750000000, 23.367675781250000000, 0.000000000000000000, 6.945312500000000000,  2834.41 
spectral-norms ; 49.401855468750000000, 23.629028320312500000, 0.000000000000000000, 6.928039550781250000,  2827.39 
