binary-trees (runtime),binary-trees (energy),chameneos-redux (runtime),chameneos-redux (energy),fannkuch-redux (runtime),fannkuch-redux (energy),fasta (runtime),fasta (energy),mandelbrot (runtime),mandelbrot (energy),n-body (runtime),n-body (energy),pidigits (runtime),pidigits (energy),regex-redux (runtime),regex-redux (energy),reverse-complement (runtime),reverse-complement (energy),spectral-norm (runtime),spectral-norm (energy)
1.2274510860443115,23.775508777178686,0.924391508102417,32.008036040685546,3.2512338161468506,38.555490419160385,1.312516212463379,29.332351332622885,0.41077709197998047,41.388366274220765,4.004054546356201,26.873270191575163,1.240581750869751,14.3396382968792,0.0200650691986084,19.124805420749016,0.010205984115600586,26.56937926148942,0.30745720863342285,28.51125789218067
1.2758510112762451,30.438175407289137,1.153972864151001,27.79444930932199,3.1981847286224365,37.537980944073205,1.2184181213378906,28.381601322374735,0.4479210376739502,39.756546181876494,3.5546422004699707,27.755819928655264,1.390244722366333,18.542883515364913,0.01441335678100586,23.038339244221596,0.009942293167114258,24.15892527877777,0.30263280868530273,34.723644558494534
1.373030424118042,24.002403132368784,1.002333641052246,31.632079324289325,3.181039810180664,39.350228409490775,1.2989656925201416,30.949460155863495,0.4100008010864258,41.76258470180349,3.5553784370422363,14.648939598357167,0.8071072101593018,14.00198775699918,0.015431404113769531,17.64964178414606,0.017447710037231445,18.675878447670968,0.2779042720794678,28.20821802904951
1.371908187866211,22.43037748911824,1.011465311050415,31.070159281972618,2.830139398574829,41.369447855751005,1.3562102317810059,27.859327697040026,0.42499589920043945,41.12350981952357,3.5234367847442627,14.87176326118796,1.0219371318817139,24.364588817572745,0.0189511775970459,30.85104047108139,0.010775327682495117,27.734367141659686,0.2829101085662842,35.15127380136083
1.394925832748413,27.88997042180978,1.1923112869262695,29.971061198325813,3.081001043319702,39.927048275674125,1.2005774974822998,28.763606778419593,0.4383056163787842,40.03719973638161,3.7571187019348145,14.692392245766264,1.0057637691497803,24.569377434918344,0.02175426483154297,26.03421735129256,0.008921623229980469,29.710220440881766,0.22378206253051758,39.35273002246292
1.305351972579956,28.30162078747583,1.1033155918121338,30.628406369959333,3.317721366882324,36.86747028601639,1.084695816040039,28.961332915914703,0.41709017753601074,41.61160126934401,3.5495433807373047,28.157088200297125,1.0255284309387207,14.706221585019374,0.017096757888793945,18.49029665274179,0.012256860733032227,22.007184652988666,0.3054323196411133,30.16560272699102
1.2721850872039795,24.412686418864837,1.1470353603363037,25.444719252151597,3.2864038944244385,37.779768108132274,1.3404500484466553,25.12317006119539,0.41496992111206055,41.196310897459,3.612356424331665,28.42139253860383,0.9530951976776123,26.553675736650323,0.013854742050170898,24.880084285805502,0.009748458862304688,27.54380857064871,0.2972841262817383,37.247702612190224
1.6022140979766846,24.86854816033139,0.9195387363433838,32.93045063394487,3.2152585983276367,38.86487195539312,1.144416332244873,29.976045647280536,0.42398834228515625,41.13901763502292,3.559727907180786,14.511656062671927,1.3911068439483643,18.172920260841035,0.016353368759155273,22.598763067155602,0.01156306266784668,25.369610489780175,0.30236172676086426,30.598566993388655
1.3468399047851562,22.475553860740618,1.1391704082489014,29.3023431336454,2.9447996616363525,39.27223619326879,1.0803027153015137,30.824691182156737,0.40967321395874023,41.89777178997428,3.5669162273406982,14.870415730825115,0.8402585983276367,25.863903927154492,0.015339136123657227,26.299296388905038,0.012963056564331055,27.654474382242075,0.30602216720581055,34.74310215164034
1.1179842948913574,29.269453244031798,1.1818654537200928,30.470229941684334,3.109748125076294,38.78609943109961,1.1384055614471436,27.515900039588804,0.43162965774536133,41.086895112899946,3.623558759689331,14.730516845128555,1.3991596698760986,18.517300157536972,0.02370476722717285,23.333059178318255,0.010142326354980469,25.45714285714286,0.3076150417327881,29.043335417753426
1.4274194240570068,26.501332778942096,0.9124479293823242,32.90581641674763,2.838744640350342,41.37500246465682,1.1675329208374023,27.386923382321736,0.4059484004974365,42.026872700515085,3.627265214920044,14.055341871920097,0.8281471729278564,25.84593753501502,0.016946077346801758,26.075041129331847,0.011610984802246094,29.477156962620484,0.2962794303894043,36.47208509065246
1.0856080055236816,29.16027667711339,1.0326614379882812,30.685485477547594,3.25984263420105,38.92809115425212,1.0185225009918213,31.167350271840892,0.4084148406982422,41.915567584701854,3.697880506515503,14.320966793965567,1.0392515659332275,14.213206619254548,0.014235734939575195,18.282828910571123,0.01248788833618164,20.010923822614483,0.30406951904296875,27.508563757510277
1.3864531517028809,29.85177528070462,0.9294114112854004,33.38111239139904,3.210016965866089,39.14741611611998,1.0890133380889893,28.873082749262096,0.4178287982940674,41.45385809053659,3.662301778793335,13.985836248513973,1.3285613059997559,18.26458974915982,0.01990985870361328,23.783471074380166,0.009701251983642578,25.85296559357993,0.295943021774292,32.312938823204554
1.153425693511963,30.55869550149026,0.9061167240142822,31.89676178474174,2.9603147506713867,39.161271861512496,0.9719429016113281,30.1622159645643,0.4076855182647705,41.841796354804266,3.639256715774536,15.123656368882921,0.8527805805206299,14.035913231535487,0.020284652709960938,19.67675533840029,0.011924505233764648,25.24963990599651,0.3028264045715332,31.067984800881685
0.9998655319213867,29.624447990981977,0.9743666648864746,31.62233025126143,2.990999698638916,40.130100838106706,1.028007984161377,31.20150407483083,0.414517879486084,41.68753557883309,3.5481014251708984,27.974609876882713,1.026233434677124,14.842166593391202,0.015418767929077148,17.809478138222847,0.013489961624145508,20.779979076762128,0.30053019523620605,32.19078252869912
1.265233039855957,31.597759721571936,1.096925973892212,31.22152298989156,3.3535115718841553,37.82236032618494,1.3338630199432373,30.573177008993294,0.41745662689208984,41.548621321991185,3.424278974533081,15.185126370697109,0.8657543659210205,26.236052882448483,0.01741194725036621,26.06825141433539,0.008880615234375,28.077752270685696,0.30896830558776855,34.078988651481616
1.0234746932983398,31.68643111609975,1.0851235389709473,32.150210857795294,3.248000144958496,38.00621027209412,1.2921786308288574,28.526455394489112,0.4349660873413086,40.68403575346324,3.5267093181610107,27.977967972587454,1.3544800281524658,16.006905770808924,0.02140355110168457,16.48469217352581,0.008971929550170898,22.53057982525814,0.30649566650390625,33.98395874921159
1.2182464599609375,23.241076320425712,1.0440988540649414,30.038382895539687,3.283679246902466,38.97900391486999,1.289931297302246,29.860321186328484,0.44297218322753906,39.90914774286112,3.813685655593872,14.546922540231652,0.9621529579162598,14.285553482987071,0.02092719078063965,18.483415449586488,0.009502887725830078,20.184774642726275,0.29401421546936035,29.233694934312354
1.4573230743408203,28.260373124552935,1.07259202003479,30.549516623767126,3.0197513103485107,40.009478536521115,0.9877111911773682,30.538428082752933,0.40542054176330566,42.17991387310769,3.5439372062683105,14.605626503658431,0.8257648944854736,14.090349594576633,0.01954364776611328,18.059567647186242,0.011411905288696289,21.554996003197438,0.29848647117614746,33.46222272604516
1.2680466175079346,30.23559683833709,0.9364593029022217,31.43649415454349,3.275191307067871,38.18135823330045,1.114185094833374,27.66032702206673,0.42148685455322266,41.41172954005742,3.6270389556884766,14.331168317464849,1.3211650848388672,19.369522330930728,0.013933181762695312,21.63206307490145,0.014486074447631836,21.451004868306075,0.29583001136779785,29.034169170364738
1.3888299465179443,25.822773890056887,1.1803715229034424,25.23704335997049,2.8135921955108643,40.7559140422784,1.328554630279541,32.18637979085168,0.41716599464416504,41.62287727068796,3.5823357105255127,28.232670428303646,1.030660629272461,15.003377271784615,0.021160125732421875,19.412596569333505,0.008960485458374023,24.239577216676455,0.3026459217071533,30.123664956274744
1.235011100769043,28.831895958901335,1.083115577697754,30.52481583581498,3.7835686206817627,34.76551051091909,1.3398501873016357,29.7876356353311,0.4140644073486328,41.63911334930209,3.7835559844970703,14.388207878220319,0.9506638050079346,13.900161880926186,0.023194551467895508,18.147365477569608,0.01201176643371582,22.5348889725254,0.27005505561828613,31.340607119683835
1.2476167678833008,31.763818680900588,1.1644868850708008,30.84546331508341,3.243710517883301,39.21782384780087,1.046630859375,30.346584878864462,0.4136035442352295,41.716230172390965,3.648974657058716,14.496235323900226,1.29087233543396,14.064156230152314,0.021605730056762695,18.215392474033717,0.011442184448242188,22.18263711734694,0.2994711399078369,29.29180420604286
1.131657361984253,29.460256506478885,0.9689469337463379,32.284258514070665,3.173407793045044,37.82820098061447,1.1053378582000732,28.497349340564348,0.426776647567749,40.97128647245807,3.530562162399292,14.87989568482319,0.9982330799102783,14.159890113736484,0.019496440887451172,19.638739034573344,0.010610818862915039,23.06952283222165,0.3099377155303955,32.09880394380495
1.2800328731536865,27.03472114405639,0.9477865695953369,31.39064103780047,3.342324733734131,37.04215189646305,1.1766817569732666,29.483945372599575,0.4489865303039551,39.81255422109114,3.8216710090637207,27.003288215631606,0.9951367378234863,14.680635116182481,0.018633365631103516,19.304513481828838,0.007883548736572266,22.287827841291193,0.2951817512512207,34.96995600930456
1.042146921157837,34.65576296966484,0.8728964328765869,32.72785182830543,3.384869337081909,36.961924098595524,1.4394140243530273,24.450966197490057,0.4280204772949219,41.05416085812099,3.563307285308838,14.775636723769338,1.1543357372283936,20.772231106467665,0.01304316520690918,19.906201706645167,0.01329803466796875,23.481530526902706,0.30722713470458984,34.36210569319209
0.9789986610412598,32.381382453870415,1.076331377029419,31.517827162142858,3.212771415710449,38.5360591774808,1.0208957195281982,31.279201577131595,0.40698909759521484,41.7121451972411,3.6267895698547363,27.44137196622985,1.014625072479248,14.463676670375387,0.021419525146484375,20.747131869548404,0.011283397674560547,23.117902176532006,0.2956244945526123,31.30591287355547
1.4096300601959229,22.393520293372543,1.0475080013275146,29.232863852449952,3.2530124187469482,38.3477163591159,1.1892116069793701,30.610809462290447,0.44087862968444824,40.74553288986099,3.818962335586548,14.77783051207739,1.0200443267822266,25.453054314693492,0.019308805465698242,28.895148299061876,0.009913444519042969,28.480114398069535,0.3008689880371094,33.31542981371811
1.322995901107788,30.892199450158223,1.0851407051086426,30.6507946585402,3.217240571975708,38.96778764085956,1.3263344764709473,30.145024666594384,0.41184353828430176,41.82767892983059,3.595651149749756,28.84836377811935,0.8272590637207031,28.590554467292606,0.012678384780883789,20.82542504722747,0.012185811996459961,27.770120086521963,0.3036210536956787,38.349143501964924
1.2247183322906494,28.5541174666212,1.0980947017669678,29.070608622285423,3.340555429458618,37.715097521839155,1.4025943279266357,25.682459332923244,0.4316427707672119,39.9207187624032,3.6366283893585205,29.085840244043577,1.3800950050354004,14.64367243789966,0.01642894744873047,19.358956083118596,0.010480403900146484,20.445426195426194,0.3010725975036621,35.16237773407077
1.198035717010498,30.670318485142783,1.0585341453552246,30.85460765084855,3.3368732929229736,38.1932424260486,1.1524155139923096,29.74367861642801,0.42885565757751465,41.14109621495067,3.5568368434906006,15.836894869566487,1.2349531650543213,14.243754043213869,0.018428564071655273,18.222014005325967,0.011878490447998047,21.265397536394175,0.29413771629333496,29.274724679483924
1.093998670578003,33.86873264489713,0.937166690826416,34.455519529297945,3.261267900466919,39.54326286167302,1.4469904899597168,29.835061096408214,0.4160645008087158,41.66919008731419,3.51124906539917,15.365900629677167,0.8502748012542725,26.786323291350545,0.012863874435424805,25.858101694915256,0.01241159439086914,28.201764705882354,0.3043782711029053,36.97214070969874
0.970428466796875,31.718982768747768,1.055217981338501,31.907839509385926,3.170379877090454,39.63806148703474,1.4217174053192139,28.523729908317616,0.44275808334350586,40.17978968677951,3.8408210277557373,27.50424260407394,1.0142161846160889,15.351879866496459,0.014020681381225586,17.862850290330726,0.01329803466796875,22.585653774043468,0.28935813903808594,35.31771236634075
1.0790700912475586,29.5023841577118,0.9439644813537598,31.546417459978386,2.847688674926758,41.22066295957705,1.3423206806182861,26.612963971930203,0.4193699359893799,41.75293750847873,3.917149543762207,28.31112734296321,0.8151531219482422,28.15378411257732,0.015408515930175781,26.550267595096965,0.012617111206054688,29.444821364128472,0.29350757598876953,36.31488046572062
1.2535326480865479,29.5133814112785,1.0284287929534912,32.3727796463742,2.9615910053253174,38.998783451293,1.0486724376678467,32.40266377441999,0.40721678733825684,42.20826842420611,3.6596291065216064,15.055447401189923,1.0146913528442383,25.716993771370337,0.018809795379638672,27.50300213054426,0.009633779525756836,32.457013155456735,0.297853946685791,38.197588033113554
1.1730456352233887,32.06250244732089,0.9916524887084961,32.9782692507079,3.3819098472595215,37.48580755440969,1.0645194053649902,31.331145920476587,0.41088342666625977,41.943836755271064,3.729839563369751,14.812901326947218,1.1282744407653809,21.314067496942656,0.014697074890136719,22.509460194644262,0.013371467590332031,23.314126777007072,0.30321431159973145,31.286961265684667
0.9917044639587402,33.49226953361416,1.0369737148284912,32.105801669782224,3.0376999378204346,39.805121260455984,1.3506460189819336,29.56870496282411,0.41640281677246094,41.614664900003355,3.575929880142212,14.83488744555948,1.0317034721374512,24.684067023884854,0.015258073806762695,27.940791778582273,0.013929128646850586,29.445941671411397,0.29718899726867676,37.033548209846344
1.3603696823120117,28.181858856339332,1.2251496315002441,28.90598088542669,2.821723461151123,41.403464077103216,1.1393780708312988,29.07747983496395,0.41109228134155273,42.211939011332426,3.6024532318115234,14.777764272348271,1.0175137519836426,25.190835096682548,0.015437602996826172,26.418253371144168,0.009924888610839844,25.042376661611204,0.3002347946166992,37.07127527241968
1.3615520000457764,27.64962340363866,1.2431862354278564,25.553766079381845,2.9381537437438965,40.77902099281691,1.1801316738128662,28.110240537732306,0.4179370403289795,41.562629067182975,3.5522027015686035,14.776589277663234,1.0255835056304932,24.96064925660761,0.01605367660522461,27.20052475855524,0.009072542190551758,28.950736967059058,0.3029496669769287,32.13076912965178
1.1684060096740723,31.38131053370991,1.0195777416229248,30.961344398015402,3.0766007900238037,39.882475966973594,1.4461097717285156,28.735799255786183,0.42653870582580566,40.88438628723412,3.652312994003296,28.5006968071696,0.8564732074737549,28.401408032284785,0.0156552791595459,26.867151695692026,0.01115560531616211,27.27189605389798,0.30288147926330566,36.427293608882955
1.3433854579925537,30.7673178735539,1.1459465026855469,27.618933195560484,3.038745164871216,39.95823004914557,1.0855419635772705,31.555442668934216,0.41382789611816406,41.78593947795282,3.669175386428833,28.55975043260691,1.2115826606750488,15.786689280566469,0.016493558883666992,20.225130890052355,0.011691808700561523,22.27183308494784,0.23497939109802246,34.185910361772436
1.0117521286010742,33.004886820101035,1.038165807723999,32.075371726560086,3.264160394668579,39.664252615876585,1.0107612609863281,30.4436393320466,0.41071057319641113,42.12790401621715,3.572166681289673,15.302068232473115,1.0235042572021484,25.41593794585085,0.018649578094482422,27.361339198435974,0.00857686996459961,29.671513756669107,0.29585719108581543,35.478650323275865
1.2645955085754395,27.718199808116935,0.9846444129943848,32.33669454607403,3.223536491394043,38.85910963709776,1.4099771976470947,28.82902080342046,0.43709540367126465,41.05688963233568,3.6024956703186035,28.27641521973983,1.3912761211395264,15.248080824323102,0.01926732063293457,21.432517567240126,0.012209415435791016,23.9282538247042,0.2812352180480957,31.57811404409629
1.2819263935089111,27.012660782037596,1.264498233795166,26.332035285828482,3.0054187774658203,40.458006050736785,1.1638376712799072,29.63156936688167,0.43180251121520996,41.0470693537076,3.639716625213623,28.719841382543894,1.3968944549560547,18.94206841228112,0.013041019439697266,22.7394138997177,0.012794256210327148,25.805622263031502,0.2989788055419922,33.77221769024589
1.4024207592010498,28.541264115846293,0.9905266761779785,32.15777974406469,2.934629201889038,41.35779089773472,0.9925346374511719,34.048568531839905,0.40914225578308105,42.4108065679908,3.5527772903442383,28.461899927230647,1.360992431640625,14.381577537791907,0.014714479446411133,17.554922059804692,0.011004924774169922,18.186442050700574,0.30411458015441895,34.63991850425167
1.2060821056365967,34.46182377015227,1.1272175312042236,31.733022848781385,3.277358293533325,39.1131918024057,1.6714863777160645,25.13751760096199,0.5467884540557861,36.66508775192442,3.8445334434509277,14.940272024541441,1.3919787406921387,18.49683825829428,0.015048027038574219,22.61421918292755,0.013658285140991211,22.11779285155231,0.3046689033508301,29.58548651847783
1.3341608047485352,26.12094769908158,1.1618969440460205,24.425507285733442,2.8587398529052734,40.90465024061409,1.1241252422332764,31.584198117189956,0.40583205223083496,42.31848338673982,3.6506741046905518,28.860174209558632,1.0208380222320557,26.67472961358283,0.01635146141052246,27.821328805389715,0.013952493667602539,27.392487216467813,0.2986726760864258,38.05066820530095
1.2032127380371094,29.428980266736644,0.9431471824645996,31.769735560843024,3.2725353240966797,38.82058461245184,1.7443673610687256,30.196026212307775,0.42121219635009766,41.56009939920698,3.669447660446167,28.962215670777077,1.2425665855407715,14.79726925870925,0.018984556198120117,20.50583527842614,0.011077880859375,22.934572611413262,0.2700173854827881,35.2086742259371
1.0904393196105957,32.79660634852559,1.0028698444366455,34.254369589350695,3.2194697856903076,40.393788236784246,1.314882755279541,30.62793651421027,0.4108123779296875,41.82616685131358,3.7182602882385254,28.585290099351468,0.8430109024047852,28.08440548531497,0.013025045394897461,26.470722382453552,0.012420177459716797,29.845303867403317,0.2864372730255127,34.33446966007597
